frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
80,705.943662,622.267878,705.217225,622.813396,696.048603,626.766006,670.484611,623.895878,620.018713,628.689875,NaN,NaN,NaN,NaN,0,0,0,0,702.4031633,623.9490933,620.018713,628.689875,670.484611,623.895878,,82.38445033,-4.740781667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.666666667
81,708.789972,621.645356,708.243828,622.699696,698.944369,626.600175,674.378238,624.600398,624.253742,628.689875,NaN,NaN,NaN,NaN,0,0,0,0,705.3260563,623.648409,624.253742,628.689875,674.378238,624.600398,,81.07231433,-5.041466,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.675
82,712.026187,621.279167,711.149366,622.301745,702.793618,626.135849,678.12898,625.506209,627.610778,628.787873,644.420825,612.147873,NaN,NaN,0,0,0,0,708.6563903,623.2389203,627.610778,628.787873,678.12898,625.506209,,81.04561233,-5.548952667,#VALUE!,#VALUE!,33.708155,13.358336,#VALUE!,25.53487995,0.683333333
83,715.847472,620.854285,714.569426,622.074344,705.818241,624.926109,681.593951,625.94234,631.01946,628.003885,NaN,NaN,NaN,NaN,0,0,0,0,712.0783797,622.618246,631.01946,628.003885,681.593951,625.94234,,81.05891967,-5.385639,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.691666667
84,719.498142,619.68248,718.564541,621.193167,709.145625,624.778704,685.409814,626.24521,632.568861,627.905886,NaN,NaN,NaN,NaN,0,0,0,0,715.7361027,621.8847837,632.568861,627.905886,685.409814,626.24521,,83.16724167,-6.021102333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.7
85,722.317014,619.856081,721.238346,621.568381,712.849694,624.10064,688.997825,627.050375,635.357782,627.807888,NaN,NaN,NaN,NaN,0,0,0,0,718.8016847,621.8417007,635.357782,627.807888,688.997825,627.050375,,83.44390267,-5.966187333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.708333333
86,725.413152,619.118278,724.502593,620.995669,716.020126,623.599461,692.458826,627.557331,638.714818,628.248881,NaN,NaN,NaN,NaN,0,0,0,0,721.9786237,621.2378027,638.714818,628.248881,692.458826,627.557331,,83.26380567,-7.011078333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.716666667
87,728.463079,619.118278,727.192906,620.254512,719.033606,623.216208,696.205599,627.706436,642.689096,627.758429,NaN,NaN,NaN,NaN,0,0,0,0,724.8965303,620.8629993,642.689096,627.758429,696.205599,627.706436,,82.20743433,-6.895429667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.725
88,730.450152,618.510675,730.026703,619.513354,722.015695,622.567624,700.238142,628.481781,646.349556,626.821318,NaN,NaN,NaN,NaN,0,0,0,0,727.4975167,620.1972177,646.349556,626.821318,700.238142,628.481781,,81.14796067,-6.624100333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.733333333
89,734.285666,617.599271,733.32682,618.637441,725.751155,622.18437,704.588209,628.332676,648.615555,626.600821,NaN,NaN,NaN,NaN,0,0,0,0,731.1212137,619.473694,648.615555,626.600821,704.588209,628.332676,,82.50565867,-7.127127,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.741666667
90,737.751492,617.20867,736.483454,618.03104,728.105436,621.801117,707.191898,628.332676,651.985502,625.939331,NaN,NaN,NaN,NaN,0,0,0,0,734.1134607,619.013609,651.985502,625.939331,707.191898,628.332676,,82.12795867,-6.925722,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.75
91,740.524153,616.644467,739.891184,617.424639,731.652552,620.887204,710.684652,627.438048,654.832527,625.112468,NaN,NaN,NaN,NaN,0,0,0,0,737.355963,618.31877,654.832527,625.112468,710.684652,627.438048,,82.523436,-6.793698,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.758333333
92,742.788492,615.906664,742.760852,616.582414,734.697423,620.651355,714.431425,626.513598,658.551089,624.561226,NaN,NaN,NaN,NaN,0,0,0,0,740.0822557,617.7134777,658.551089,624.561226,714.431425,626.513598,,81.53116667,-6.847748333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.766666667
93,745.607364,616.297266,745.271811,616.986682,736.894752,620.474469,718.019436,625.827716,661.281908,624.175357,NaN,NaN,NaN,NaN,0,0,0,0,742.591309,617.9194723,661.281908,624.175357,718.019436,625.827716,,81.309401,-6.255884667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.775
94,748.426236,615.516062,748.679541,615.538056,740.441868,619.619518,720.115088,625.082193,664.53565,623.183121,NaN,NaN,NaN,NaN,0,0,0,0,745.849215,616.891212,664.53565,623.183121,720.115088,625.082193,,81.313565,-6.291909,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.783333333
95,751.707218,614.95186,752.123141,614.965344,743.486739,619.324707,724.115879,623.382399,667.440777,623.127997,NaN,NaN,NaN,NaN,0,0,0,0,749.1056993,616.4139703,667.440777,623.127997,724.115879,623.382399,,81.66492233,-6.714026667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.791666667
96,754.710934,613.997056,754.149067,614.152919,746.42894,619.436924,727.921592,620.564868,669.881084,622.576755,NaN,NaN,NaN,NaN,0,0,0,0,751.7629803,615.8622997,669.881084,622.576755,727.921592,620.564868,,81.88189633,-6.714455333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.8
97,758.165026,613.178117,757.497012,613.404276,749.386615,619.305897,732.578598,616.853817,672.611903,621.860141,NaN,NaN,709.882964,621.288432,0,0,0,0,755.0162177,615.2960967,672.611903,621.860141,732.578598,616.853817,,82.40431467,-6.564044333,22.695634,-4.434615,#VALUE!,#VALUE!,6.501645776,#VALUE!,0.808333333
98,760.136696,613.525318,759.792746,614.452377,752.288484,619.436924,733.961587,613.884976,675.633235,621.308899,NaN,NaN,NaN,NaN,0,0,0,0,757.4059753,615.804873,675.633235,621.308899,733.961587,613.884976,,81.77274033,-5.504026,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.816666667
99,762.806666,613.216694,762.630528,614.302648,755.357769,619.305897,737.292052,611.207718,677.9608,620.426033,NaN,NaN,NaN,NaN,0,0,0,0,760.2649877,615.608413,677.9608,620.426033,737.292052,611.207718,,82.30418767,-4.81762,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.825
100,765.106947,613.525318,764.60741,615.081238,758.650275,618.729379,740.368498,609.007595,679.508454,619.447153,NaN,NaN,NaN,NaN,0,0,0,0,762.7882107,615.778645,679.508454,619.447153,740.368498,609.007595,,83.27975667,-3.668508,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.833333333
101,767.624708,613.720674,767.540848,615.350749,761.94278,618.8342,742.694488,607.303283,682.689741,619.284006,NaN,NaN,NaN,NaN,0,0,0,0,765.7027787,615.968541,682.689741,619.284006,742.694488,607.303283,,83.01303767,-3.315465,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.841666667
102,770.650469,613.923654,770.697482,615.201021,764.900455,619.436924,745.337116,605.512554,686.085981,619.284006,NaN,NaN,NaN,NaN,0,0,0,0,768.7494687,616.1871997,686.085981,619.284006,745.337116,605.512554,,82.66348767,-3.096806333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.85
103,773.892355,614.634083,773.917887,615.201021,767.913935,619.436924,748.247353,605.701052,689.611191,619.73266,NaN,NaN,NaN,NaN,0,0,0,0,771.908059,616.4240093,689.611191,619.73266,748.247353,605.701052,,82.296868,-3.308650667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.858333333
104,776.539896,615.090788,776.596243,615.919719,771.429661,619.541746,751.324844,606.517876,693.910229,619.895807,NaN,NaN,NaN,NaN,0,0,0,0,774.8552667,616.850751,693.910229,619.895807,751.324844,606.517876,,80.94503767,-3.045056,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.866666667
105,779.67372,614.634083,780.326811,615.740044,775.140706,620.354113,754.937551,606.517876,696.704603,619.73266,NaN,NaN,NaN,NaN,0,0,0,0,778.3804123,616.9094133,696.704603,619.73266,754.937551,606.517876,,81.67580933,-2.823246667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.875
106,783.239795,615.496747,783.419674,616.249122,778.342739,620.505421,758.081945,606.800622,700.530746,619.814233,NaN,NaN,NaN,NaN,0,0,0,0,781.6674027,617.4170967,700.530746,619.814233,758.081945,606.800622,,81.13665667,-2.397136333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.883333333
107,786.751839,615.699727,787.022701,616.668362,781.219806,621.204231,761.125985,607.209034,703.841005,619.814233,NaN,NaN,NaN,NaN,0,0,0,0,784.9981153,617.85744,703.841005,619.814233,761.125985,607.209034,,81.15711033,-1.956793,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.891666667
108,789.615505,616.66388,789.844117,617.354655,785.014558,621.437168,765.106653,608.151524,706.850331,620.181313,NaN,NaN,NaN,NaN,0,0,0,0,788.15806,618.4852343,706.850331,620.181313,765.106653,608.151524,,81.307729,-1.696078667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.9
109,792.42514,617.06984,793.330231,617.860406,788.462078,622.46209,768.619007,608.591352,710.074609,620.426033,NaN,NaN,NaN,NaN,0,0,0,0,791.4058163,619.1307787,710.074609,620.426033,768.619007,608.591352,,81.33120733,-1.295254333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.908333333
110,795.937184,617.475799,796.419552,618.179827,791.934401,622.01951,771.964107,609.942253,713.341878,620.8339,NaN,NaN,NaN,NaN,0,0,0,0,794.7637123,619.2250453,713.341878,620.8339,771.964107,609.942253,,81.42183433,-1.608854667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.916666667
111,799.557291,617.729524,799.282134,618.286301,794.786666,622.01951,775.643716,610.350665,716.996059,621.037834,NaN,NaN,NaN,NaN,0,0,0,0,797.8753637,619.3451117,716.996059,621.037834,775.643716,610.350665,,80.87930467,-1.692722333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.925
112,802.637083,617.983249,802.881618,618.658959,798.669542,622.553883,779.746955,611.556129,721.200924,621.352883,NaN,NaN,NaN,NaN,0,0,0,0,801.396081,619.7320303,721.200924,621.352883,779.746955,611.556129,,80.195157,-1.620852667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.933333333
113,805.983663,618.184167,805.347406,618.339538,801.689911,622.553883,783.077187,612.002938,724.461823,622.12632,NaN,NaN,NaN,NaN,0,0,0,0,804.3403267,619.6925293,724.461823,622.12632,783.077187,612.002938,,79.87850367,-2.433790667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.941666667
114,809.513717,618.048848,809.315341,618.286301,804.467769,622.553883,786.684939,612.859324,727.903884,622.12632,NaN,NaN,NaN,NaN,0,0,0,0,807.765609,619.6296773,727.903884,622.12632,786.684939,612.859324,,79.861725,-2.496642667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.95
115,812.035184,617.879698,812.022331,618.075151,807.488138,622.264006,790.015171,613.678475,729.262592,622.12632,NaN,NaN,NaN,NaN,0,0,0,0,810.5152177,619.406285,729.262592,622.12632,790.015171,613.678475,,81.25262567,-2.720035,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.958333333
116,815.132987,617.169269,815.272259,617.76756,810.464414,622.388239,793.503986,614.497626,732.34233,622.727881,NaN,NaN,NaN,NaN,0,0,0,0,813.62322,619.108356,732.34233,622.727881,793.503986,614.497626,,81.28089,-3.619525,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.966666667
117,818.338853,616.729479,817.640423,617.649256,813.639109,621.746369,797.983941,614.758265,736.237294,623.114599,NaN,NaN,NaN,NaN,0,0,0,0,816.5394617,618.708368,736.237294,623.114599,797.983941,614.758265,,80.30216767,-4.406231,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.975
118,821.436655,616.25586,820.159747,617.247022,816.240595,621.539314,801.750275,614.609328,740.041676,623.716161,NaN,NaN,NaN,NaN,0,0,0,0,819.278999,618.3473987,740.041676,623.716161,801.750275,614.609328,,79.237323,-5.368762333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.983333333
119,823.48985,615.95139,823.132549,616.182284,819.0405,621.208026,804.406532,614.758265,743.529027,623.931004,NaN,NaN,NaN,NaN,0,0,0,0,821.887633,617.7805667,743.529027,623.931004,804.406532,614.758265,,78.358606,-6.150437333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.991666667
120,826.191422,615.376281,825.5511,615.685406,821.950636,620.669683,808.529676,615.912523,746.065282,624.05991,NaN,NaN,NaN,NaN,0,0,0,0,824.564386,617.24379,746.065282,624.05991,808.529676,615.912523,,78.499104,-6.81612,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1
121,828.244617,615.376281,827.894071,615.685406,824.755039,620.126401,811.859908,616.768908,748.510957,624.102879,NaN,NaN,NaN,NaN,0,0,0,0,826.9645757,617.062696,748.510957,624.102879,811.859908,616.768908,,78.45361867,-7.040183,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.008333333
122,830.946189,615.071812,830.84168,615.259511,827.596587,619.500635,816.022699,616.917845,751.771856,624.102879,NaN,NaN,NaN,NaN,0,0,0,0,829.7948187,616.6106527,751.771856,624.102879,816.022699,616.917845,,78.02296267,-7.492226333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.016666667
123,833.935929,614.327553,833.386197,614.431382,830.496925,618.598796,818.740644,616.42931,755.530949,624.618503,NaN,NaN,NaN,NaN,0,0,0,0,832.6063503,615.7859103,755.530949,624.618503,818.740644,616.42931,,77.07540133,-8.832592667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.025
124,836.457396,614.327553,836.125298,614.166637,832.672179,618.433152,822.440902,616.958862,758.973009,624.532566,NaN,NaN,NaN,NaN,0,0,0,0,835.0849577,615.6424473,758.973009,624.532566,822.440902,616.958862,,76.11194867,-8.890118667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.033333333
125,838.863339,614.15106,838.678213,614.292829,835.415742,618.083459,825.823995,616.826474,761.282813,624.704441,NaN,NaN,NaN,NaN,0,0,0,0,837.6524313,615.509116,761.282813,624.704441,825.823995,616.826474,,76.36961833,-9.195325,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.041666667
126,841.104643,613.669923,840.861627,614.040446,838.472856,617.549717,828.572758,617.587706,764.407842,624.704441,NaN,NaN,NaN,NaN,0,0,0,0,840.1463753,615.0866953,764.407842,624.704441,828.572758,617.587706,,75.73853333,-9.617745667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.05
127,843.762189,613.098573,843.045041,613.504134,840.902869,616.923951,831.497723,618.448228,768.710417,624.532566,NaN,NaN,NaN,NaN,0,0,0,0,842.570033,614.508886,768.710417,624.532566,831.497723,618.448228,,73.859616,-10.02368,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.058333333
128,845.683307,612.196441,845.127682,612.936274,842.842224,616.772817,834.281727,618.746101,771.110801,624.790378,NaN,NaN,NaN,NaN,0,0,0,0,844.551071,613.9685107,771.110801,624.790378,834.281727,618.746101,,73.44027,-10.82186733,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.066666667
129,847.25222,611.805517,847.176732,612.336866,845.350625,616.478338,837.382896,618.580616,773.284734,624.704441,NaN,NaN,NaN,NaN,0,0,0,0,846.5931923,613.5402403,773.284734,624.704441,837.382896,618.580616,,73.30845833,-11.16420067,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.075
130,848.949208,611.564948,848.82269,612.084484,847.580315,615.709423,840.025937,618.746101,776.20897,624.421436,823.709894,611.708088,NaN,NaN,0,0,0,0,848.4507377,613.1196183,776.20897,624.421436,840.025937,618.746101,,72.24176767,-11.30181767,#VALUE!,#VALUE!,16.316043,7.038013,#VALUE!,32.22474198,1.083333333
131,850.77427,610.783101,851.174059,611.106502,849.61839,615.038668,842.633738,618.448228,779.429612,623.810326,NaN,NaN,NaN,NaN,0,0,0,0,850.5222397,612.3094237,779.429612,623.810326,842.633738,618.448228,,71.09262767,-11.50090233,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.091666667
132,852.567313,610.512461,853.189519,611.106502,851.292894,614.748777,843.690955,618.117258,782.578683,623.063414,NaN,NaN,NaN,NaN,0,0,0,0,852.3499087,612.12258,782.578683,623.063414,843.690955,618.117258,,69.77122567,-10.940834,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.1
133,855.035227,611.318755,854.969841,610.57019,853.336776,614.465205,846.122553,617.720094,786.228744,621.63749,NaN,NaN,NaN,NaN,0,0,0,0,854.4472813,612.11805,786.228744,621.63749,846.122553,617.720094,,68.21853733,-9.51944,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.108333333
134,856.907089,611.459396,856.447844,610.57019,855.473562,613.985315,848.025542,617.157444,789.986159,620.924528,NaN,NaN,NaN,NaN,0,0,0,0,856.276165,612.004967,789.986159,620.924528,848.025542,617.157444,,66.290006,-8.919561,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.116666667
135,858.872544,611.248435,858.36253,610.317808,857.401314,613.788996,850.175216,616.561698,793.242585,620.245517,NaN,NaN,NaN,NaN,0,0,0,0,858.2121293,611.7850797,793.242585,620.245517,850.175216,616.561698,,64.96954433,-8.460437333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.125
136,861.174934,611.459396,860.41158,610.128521,858.911,613.156414,852.783017,615.568788,793.922498,620.313418,NaN,NaN,NaN,NaN,0,0,0,0,860.165838,611.5814437,793.922498,620.313418,852.783017,615.568788,,66.24334,-8.731974333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.133333333
137,862.971922,611.617616,862.481006,610.780193,860.467138,612.632897,855.108893,614.675168,797,619.906012,NaN,NaN,NaN,NaN,0,0,0,0,861.9733553,611.676902,797,619.906012,855.108893,614.675168,,64.97335533,-8.22911,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.141666667
138,864.3571,612.162597,864.560193,611.50882,862.27876,612.17482,858.796388,613.3907,800.077502,618.887495,NaN,NaN,NaN,NaN,0,0,0,0,863.7320177,611.9487457,800.077502,618.887495,858.796388,613.3907,,63.65451567,-6.938749333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.15
139,866.266399,613.23498,866.204923,612.179156,864.352244,612.581345,862.116831,611.066554,803.083434,618.072681,NaN,NaN,844.238113,610.665728,0,0,0,0,865.6078553,612.6651603,803.083434,618.072681,862.116831,611.066554,,62.52442133,-5.407520667,17.878718,0.400826,#VALUE!,#VALUE!,6.227322199,#VALUE!,1.158333333
140,867.632859,614.412843,868.222045,612.820347,865.436121,613.424788,864.998725,607.859821,805.559682,617.057563,NaN,NaN,NaN,NaN,0,0,0,0,867.0970083,613.5526593,805.559682,617.057563,864.998725,607.859821,,61.53732633,-3.504903667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.166666667
141,869.448565,615.098465,869.680579,613.840424,867.696778,613.482957,867.911944,604.53541,809.348464,616.145509,NaN,NaN,NaN,NaN,0,0,0,0,868.941974,614.1406153,809.348464,616.145509,867.911944,604.53541,,59.59351,-2.004893667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.175
142,870.908618,615.625866,871.91493,614.685631,869.616788,613.482957,870.073365,603.358627,811.893169,615.501705,NaN,NaN,NaN,NaN,0,0,0,0,870.8134453,614.5981513,811.893169,615.501705,870.073365,603.358627,,58.92027633,-0.903553667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.183333333
143,872.555286,616.36822,873.528627,615.355967,871.784542,613.831968,872.015511,601.0639,814.720618,614.965203,NaN,NaN,NaN,NaN,0,0,0,0,872.6228183,615.185385,814.720618,614.965203,872.015511,601.0639,,57.90220033,0.220182,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.191666667
144,874.619014,616.645106,874.894063,615.997158,873.797456,614.239148,873.105525,599.57707,817.548067,614.965203,NaN,NaN,NaN,NaN,0,0,0,0,874.4368443,615.6271373,817.548067,614.965203,873.105525,599.57707,,56.88877733,0.661934333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.2
145,876.451099,617.080212,876.507761,616.521769,875.96521,614.442738,873.864543,599.174155,821.167202,615.340755,NaN,NaN,NaN,NaN,0,0,0,0,876.3080233,616.0149063,821.167202,615.340755,873.864543,599.174155,,55.14082133,0.674151333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.208333333
146,878.914937,617.673539,878.459267,617.733013,877.730381,615.111676,874.854565,598.86422,823.711907,615.340755,NaN,NaN,NaN,NaN,0,0,0,0,878.368195,616.8394093,823.711907,615.340755,874.854565,598.86422,,54.656288,1.498654333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.216666667
147,880.599613,618.108645,880.484147,618.3232,880.207814,615.373434,876.174595,599.267135,826.426258,615.394405,NaN,NaN,NaN,NaN,0,0,0,0,880.4305247,617.2684263,826.426258,615.394405,876.174595,599.267135,,54.00426667,1.874021333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.225
148,883.02785,619.020717,882.927968,619.306846,882.592343,615.577024,878.484648,599.825017,828.405472,615.930908,NaN,NaN,NaN,NaN,0,0,0,0,882.849387,617.9681957,828.405472,615.930908,878.484648,599.825017,,54.443915,2.037287667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.233333333
149,884.986286,619.539878,884.708466,619.569152,885.069776,617.002152,881.784724,600.661841,829.593001,615.769957,NaN,NaN,NaN,NaN,0,0,0,0,884.9215093,618.7037273,829.593001,615.769957,881.784724,600.661841,,55.32850833,2.933770333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.241666667
150,886.992103,619.984873,886.593699,620.028186,887.485273,618.165523,884.094777,601.777605,833.099038,616.30646,NaN,NaN,NaN,NaN,0,0,0,0,887.0236917,619.3928607,833.099038,616.30646,884.094777,601.777605,,53.92465367,3.086400667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.25
151,888.776807,620.059038,888.688402,620.159339,889.653027,618.543618,885.843817,602.707409,834.343116,616.682011,NaN,NaN,NaN,NaN,0,0,0,0,889.039412,619.5873317,834.343116,616.682011,885.843817,602.707409,,54.696296,2.905320667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.258333333
152,890.782624,620.311202,890.399077,620.585585,890.516938,618.698463,888.021867,604.412049,835.926487,616.46741,NaN,NaN,NaN,NaN,0,0,0,0,890.566213,619.8650833,835.926487,616.46741,888.021867,604.412049,,54.639726,3.397673333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.266666667
153,892.295456,620.6695,892.214486,620.454433,892.581465,618.931137,890.331919,606.519604,840.054563,617.057563,NaN,NaN,NaN,NaN,0,0,0,0,892.3638023,620.0183567,840.054563,617.057563,890.331919,606.519604,,52.30923933,2.960793667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.275
154,894.303497,621.201811,894.483748,620.749526,894.976317,618.931137,892.509969,607.976296,841.769932,616.822974,NaN,NaN,NaN,NaN,0,0,0,0,894.587854,620.294158,841.769932,616.822974,892.509969,607.976296,,52.817922,3.471184,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.283333333
155,896.343927,621.521198,896.508628,621.175773,896.545357,619.474043,895.084028,610.269812,845.037207,617.490622,NaN,NaN,NaN,NaN,0,0,0,0,896.4659707,620.7236713,845.037207,617.490622,895.084028,610.269812,,51.42876367,3.233049333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.291666667
156,898.449132,621.794957,898.638243,621.438078,898.609885,619.939392,897.955094,610.920674,847.952621,617.967514,NaN,NaN,NaN,NaN,0,0,0,0,898.5657533,621.0574757,847.952621,617.967514,897.955094,610.920674,,50.61313233,3.089961667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.3
157,900.14949,622.266433,900.034712,621.733172,900.756993,620.042802,901.022599,611.694985,849.259531,617.776757,NaN,NaN,NaN,NaN,0,0,0,0,900.3137317,621.347469,849.259531,617.776757,901.022599,611.694985,,51.05420067,3.570712,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.308333333
