frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time,,,
78,755.617521,359.893729,755.512215,359.480974,755.87032,359.855757,784.667278,336.513271,862.804313,367.468399,NaN,NaN,NaN,NaN,0,0,0,0,755.6666853,359.7434867,862.804313,367.468399,784.667278,336.513271,,-107.1376277,-7.724912333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.65,,,
79,752.05362,360.603255,752.357506,360.253972,751.672623,360.161975,781.18779,336.307963,859.432929,367.43147,NaN,NaN,NaN,NaN,0,0,0,0,752.0279163,360.339734,859.432929,367.43147,781.18779,336.307963,,-107.4050127,-7.091736,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.658333333,,,
80,748.829787,361.476517,748.953128,360.948845,748.830176,361.197012,777.994848,336.102654,855.464528,367.283755,NaN,NaN,NaN,NaN,0,0,0,0,748.8710303,361.207458,855.464528,367.283755,777.994848,336.102654,,-106.5934977,-6.076297,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.666666667,,,
81,744.967827,361.427535,745.071507,361.139709,745.033757,361.197012,774.760972,337.375567,852.338973,366.76675,NaN,NaN,NaN,NaN,0,0,0,0,745.0243637,361.254752,852.338973,366.76675,774.760972,337.375567,,-107.3146093,-5.511998,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.675,,,
82,741.431132,361.809587,741.570437,361.616868,741.721002,361.688811,771.731771,339.305466,849.002707,366.619034,NaN,NaN,NaN,NaN,0,0,0,0,741.5741903,361.7050887,849.002707,366.619034,771.731771,339.305466,,-107.4285167,-4.913945333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.683333333,,,
83,738.674323,361.809587,738.545055,361.750473,738.277185,361.931839,768.293218,340.167762,845.069425,366.582105,NaN,NaN,NaN,NaN,0,0,0,0,738.4988543,361.830633,845.069425,366.582105,768.293218,340.167762,,-106.5705707,-4.751472,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.691666667,,,
84,735.119358,362.013173,735.253288,362.017682,734.816062,362.244303,764.64999,340.86581,840.995668,366.619034,NaN,NaN,NaN,NaN,0,0,0,0,735.0629027,362.0917193,840.995668,366.619034,764.64999,340.86581,,-105.9327653,-4.527314667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.7,,,
85,732.281941,362.703158,731.961521,362.5521,732.168303,362.504689,761.006762,342.138723,838.256418,366.619034,NaN,NaN,NaN,NaN,0,0,0,0,732.137255,362.586649,838.256418,366.619034,761.006762,342.138723,,-106.119163,-4.032385,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.708333333,,,
86,728.799656,363.04815,728.669754,362.323064,728.55143,362.608844,757.043683,343.339283,834.779678,366.951394,NaN,NaN,NaN,NaN,0,0,0,0,728.6736133,362.6600193,834.779678,366.951394,757.043683,343.339283,,-106.1060647,-4.291374667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.716666667,,,
87,725.876257,362.703158,725.460426,362.571273,725.349891,362.400535,753.041135,344.689756,831.689241,366.951394,NaN,NaN,NaN,NaN,0,0,0,0,725.5621913,362.558322,831.689241,366.951394,753.041135,344.689756,,-106.1270497,-4.393072,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.725,,,
88,722.028548,362.789406,722.449844,362.50341,722.35602,362.400535,749.220521,345.638737,828.73928,366.840608,NaN,NaN,NaN,NaN,0,0,0,0,722.2781373,362.5644503,828.73928,366.840608,749.220521,345.638737,,-106.4611427,-4.276157667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.733333333,,,
89,718.976175,362.918778,719.354695,362.571273,719.016037,362.400535,745.618228,346.806714,825.403014,366.692892,NaN,NaN,NaN,NaN,0,0,0,0,719.1156357,362.6301953,825.403014,366.692892,745.618228,346.806714,,-106.2873783,-4.062696667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.741666667,,,
90,715.816324,362.918778,715.701405,362.50341,715.899557,362.448677,742.670898,348.339684,822.277459,366.582105,NaN,NaN,NaN,NaN,0,0,0,0,715.805762,362.6236217,822.277459,366.582105,742.670898,348.339684,,-106.471697,-3.958483333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.75,,,
91,712.312544,362.595347,712.690823,362.333753,712.592262,361.954906,738.158935,349.872654,819.01143,366.582105,NaN,NaN,NaN,NaN,0,0,0,0,712.5318763,362.2946687,819.01143,366.582105,738.158935,349.872654,,-106.4795537,-4.287436333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.758333333,,,
92,709.087458,361.858645,709.392713,361.502436,709.438794,361.63087,735.284377,351.004132,815.920994,366.138958,NaN,NaN,NaN,NaN,0,0,0,0,709.3063217,361.6639837,815.920994,366.138958,735.284377,351.004132,,-106.6146723,-4.474974333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.766666667,,,
93,705.915665,361.571151,705.942383,361.180088,706.30071,361.306833,730.699641,352.172108,812.549609,365.806598,NaN,NaN,NaN,NaN,0,0,0,0,706.0529193,361.3526907,812.549609,365.806598,730.699641,352.172108,,-106.4966897,-4.453907333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.775,,,
94,702.877622,360.957831,702.661187,360.433599,702.408869,360.334723,726.894214,353.652281,810.021071,365.658882,NaN,NaN,NaN,NaN,0,0,0,0,702.649226,360.5753843,810.021071,365.658882,726.894214,353.652281,,-107.371845,-5.083497667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.783333333,,,
95,699.591186,360.363677,699.820932,360.280029,699.270784,360.087838,723.30405,355.209584,805.912195,365.031091,NaN,NaN,NaN,NaN,0,0,0,0,699.5609673,360.243848,805.912195,365.031091,723.30405,355.209584,,-106.3512277,-4.787243,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.791666667,,,
96,696.381179,359.347866,696.363085,359.646644,696.270441,359.271228,720.538653,356.718221,803.426242,364.656514,NaN,NaN,NaN,NaN,0,0,0,0,696.338235,359.4219127,803.426242,364.656514,720.538653,356.718221,,-107.088007,-5.234601333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.8,,,
97,692.655278,358.657881,692.664692,359.164065,693.111846,358.777458,717.482162,358.275523,799.929991,363.77022,NaN,NaN,NaN,NaN,0,0,0,0,692.8106053,358.866468,799.929991,363.77022,717.482162,358.275523,,-107.1193857,-4.903752,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.808333333,,,
98,689.860749,358.018845,689.492493,357.987779,689.871209,358.256256,713.891998,360.319483,796.496173,363.31066,NaN,NaN,NaN,NaN,0,0,0,0,689.7414837,358.0876267,796.496173,363.31066,713.891998,360.319483,,-106.7546893,-5.223033333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.816666667,,,
99,686.922489,357.473672,686.666079,357.429797,686.794656,357.104125,710.35035,361.584791,793.093572,362.62132,777.218487,347.074491,NaN,NaN,0,0,0,0,686.794408,357.3358647,793.093572,362.62132,710.35035,361.584791,,-106.299164,-5.285455333,#VALUE!,#VALUE!,-66.868137,14.5103,#VALUE!,15.08983596,0.825,,,
100,683.780418,356.400362,683.525706,356.549923,683.417283,356.322322,706.760186,361.049468,790.003136,361.570898,NaN,NaN,NaN,NaN,0,0,0,0,683.574469,356.4242023,790.003136,361.570898,706.760186,361.049468,,-106.428667,-5.146695667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.833333333,,,
101,680.332633,355.412235,680.120448,355.374258,680.108279,355.30735,702.199707,362.606771,787.256082,360.881558,NaN,NaN,NaN,NaN,0,0,0,0,680.18712,355.3646143,787.256082,360.881558,702.199707,362.606771,,-107.068962,-5.516943667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.841666667,,,
102,677.190562,354.781878,676.968604,354.865862,676.963358,354.676421,698.41548,362.314777,783.697398,360.553301,NaN,NaN,NaN,NaN,0,0,0,0,677.0408413,354.7747203,783.697398,360.553301,698.41548,362.314777,,-106.6565567,-5.778580667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.85,,,
103,674.08246,353.895972,673.642537,354.007944,673.86751,354.090636,694.825316,362.120114,780.575745,359.502878,NaN,NaN,NaN,NaN,0,0,0,0,673.864169,353.998184,780.575745,359.502878,694.825316,362.120114,,-106.711576,-5.504694,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.858333333,,,
104,670.872453,353.708568,670.474855,353.372449,670.245533,353.468851,690.749995,361.049468,777.953557,358.353979,NaN,NaN,NaN,NaN,0,0,0,0,670.530947,353.5166227,777.953557,358.353979,690.749995,361.049468,,-107.42261,-4.837356333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.866666667,,,
105,667.891166,352.991913,667.655617,353.118251,667.802521,352.822683,685.433771,359.866571,775.487451,357.106602,NaN,NaN,NaN,NaN,0,0,0,0,667.7831013,352.9776157,775.487451,357.106602,685.433771,359.866571,,-107.7043497,-4.128986333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.875,,,
106,665.113311,352.037859,665.485755,352.784616,664.993788,352.910058,682.285639,357.141291,772.771614,356.285959,NaN,NaN,NaN,NaN,0,0,0,0,665.197618,352.577511,772.771614,356.285959,682.285639,357.141291,,-107.573996,-3.708448,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.883333333,,,
107,662.184486,352.113578,662.025581,352.845605,661.752646,352.308593,679.784384,354.632304,769.993343,355.268362,NaN,NaN,NaN,NaN,0,0,0,0,661.987571,352.422592,769.993343,355.268362,679.784384,354.632304,,-108.005772,-2.84577,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.891666667,,,
108,659.014109,352.355877,658.84382,352.619651,658.949057,352.308593,678.663131,352.815451,767.152639,354.414894,NaN,NaN,NaN,NaN,0,0,0,0,658.935662,352.4280403,767.152639,354.414894,678.663131,352.815451,,-108.216977,-1.986853667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.9,,,
109,656.134938,352.331615,656.028102,352.774994,655.740325,352.308593,677.541879,350.782305,764.218286,353.462949,NaN,NaN,NaN,NaN,0,0,0,0,655.9677883,352.471734,764.218286,353.462949,677.541879,350.782305,,-108.2504977,-0.991215,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.908333333,,,
110,652.954496,352.412381,653.001205,352.619651,652.839502,352.227314,675.213124,348.273318,761.252716,352.576655,NaN,NaN,NaN,NaN,0,0,0,0,652.9317343,352.419782,761.252716,352.576655,675.213124,348.273318,,-108.3209817,-0.156873,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.916666667,,,
111,649.666697,352.493148,649.819444,352.67614,649.868566,352.359534,672.366868,345.591297,757.725248,351.690361,NaN,NaN,NaN,NaN,0,0,0,0,649.7849023,352.5096073,757.725248,351.690361,672.366868,345.591297,,-107.9403457,0.819246333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.925,,,
112,646.630252,353.134611,646.352838,353.456256,646.540992,353.183162,669.091511,341.90337,755.19671,351.001021,NaN,NaN,NaN,NaN,0,0,0,0,646.5080273,353.2580097,755.19671,351.001021,669.091511,341.90337,,-108.6886827,2.256988667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.933333333,,,
113,643.534801,353.511521,642.915577,354.075536,643.429495,353.573302,666.101505,339.28864,752.012624,350.541461,NaN,NaN,NaN,NaN,0,0,0,0,643.293291,353.7201197,752.012624,350.541461,666.101505,339.28864,,-108.719333,3.178658667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.941666667,,,
114,640.045708,354.265341,640.329288,354.694817,639.972276,354.266883,662.881497,336.866169,748.297858,350.311681,NaN,NaN,NaN,NaN,0,0,0,0,640.1157573,354.4090137,748.297858,350.311681,662.881497,336.866169,,-108.1821007,4.097332667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.95,,,
115,636.485044,355.485811,637.058884,355.397784,636.486247,354.801518,659.891491,333.828467,744.86404,350.475809,NaN,NaN,723.730738,359.839271,0,0,0,0,636.676725,355.228371,744.86404,350.475809,659.891491,333.828467,,-108.187315,4.752562,-63.839247,-26.010804,#VALUE!,#VALUE!,24.68338598,#VALUE!,0.958333333,,,
116,633.329081,356.57256,633.054307,356.000327,632.59257,355.714687,657.054818,331.598256,741.617521,350.311681,NaN,NaN,NaN,NaN,0,0,0,0,632.991986,356.095858,741.617521,350.311681,657.054818,331.598256,,-108.625535,5.784177,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.966666667,,,
117,629.834202,357.294472,629.905856,357.028114,629.903622,357.063317,654.639813,330.829218,738.21492,350.541461,NaN,NaN,NaN,NaN,0,0,0,0,629.8812267,357.1286343,738.21492,350.541461,654.639813,330.829218,,-108.3336933,6.587173333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.975,,,
118,626.828215,358.140027,626.991414,358.054669,627.022606,357.936716,652.224808,329.791016,734.812319,350.705589,NaN,NaN,NaN,NaN,0,0,0,0,626.9474117,358.043804,734.812319,350.705589,652.224808,329.791016,,-107.8649073,7.338215,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.983333333,,,
119,622.820232,359.14512,623.009086,358.991959,622.976379,358.745894,648.7748,328.599007,731.316068,351.230801,NaN,NaN,NaN,NaN,0,0,0,0,622.9352323,358.960991,731.316068,351.230801,648.7748,328.599007,,-108.3808357,7.73019,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.991666667,,,
120,619.546957,360.50985,619.386361,360.154944,619.747399,360.084423,646.206461,328.522103,727.414002,351.460581,NaN,NaN,NaN,NaN,0,0,0,0,619.560239,360.249739,727.414002,351.460581,646.206461,328.522103,,-107.853763,8.789158,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,
121,615.842931,361.190548,615.958576,361.160009,615.820681,361.060574,642.246145,329.384769,723.481422,351.936582,NaN,NaN,NaN,NaN,0,0,0,0,615.8740627,361.1370437,723.481422,351.936582,642.246145,329.384769,,-107.6073593,9.200461667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.008333333,,,
122,612.718541,362.169051,612.917515,362.182707,612.850034,361.968224,638.20268,330.569658,720.470476,352.397672,NaN,NaN,NaN,NaN,0,0,0,0,612.8286967,362.1066607,720.470476,352.397672,638.20268,330.569658,,-107.6417793,9.708988667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.016666667,,,
123,609.876902,363.133373,609.138161,363.293569,609.18094,363.073196,634.159214,332.027983,716.933345,353.196896,NaN,NaN,NaN,NaN,0,0,0,0,609.3986677,363.1667127,716.933345,353.196896,634.159214,332.027983,,-107.5346773,9.969816667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.025,,,
124,605.733566,364.260666,605.99163,364.192838,606.054741,364.108335,631.206121,333.668598,713.659307,353.719466,NaN,NaN,NaN,NaN,0,0,0,0,605.9266457,364.1872797,713.659307,353.719466,631.206121,333.668598,,-107.7326613,10.46781367,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.033333333,,,
125,602.751076,365.218685,602.880256,364.951045,603.049948,365.067361,626.481173,334.443333,709.771386,354.487951,NaN,NaN,NaN,NaN,0,0,0,0,602.89376,365.0790303,709.771386,354.487951,626.481173,334.443333,,-106.877626,10.59107933,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.041666667,,,
126,599.75183,366.21032,599.733724,366.167703,599.438127,366.117723,622.483139,335.582649,706.351186,354.487951,NaN,NaN,NaN,NaN,0,0,0,0,599.641227,366.1652487,706.351186,354.487951,622.483139,335.582649,,-106.709959,11.67729767,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.05,,,
127,596.184793,367.074699,596.196567,367.126058,595.947711,366.985413,619.80264,336.81311,701.644756,354.764605,NaN,NaN,NaN,NaN,0,0,0,0,596.1096903,367.0620567,701.644756,354.764605,619.80264,336.81311,,-105.5350657,12.29745167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.058333333,,,
128,592.937937,368.15037,593.009019,368.113491,592.860593,368.146011,615.986335,337.997999,698.195322,354.54943,NaN,NaN,NaN,NaN,0,0,0,0,592.9358497,368.136624,698.195322,354.54943,615.986335,337.997999,,-105.2594723,13.587194,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.066666667,,,
129,589.661293,369.106523,589.798034,369.218475,589.043056,368.998479,612.17003,338.727161,694.102775,354.487951,NaN,NaN,NaN,NaN,0,0,0,0,589.5007943,369.1078257,694.102775,354.487951,612.17003,338.727161,,-104.6019807,14.61987467,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.075,,,
130,586.980403,370.032795,586.704238,369.923784,585.441352,369.932133,609.126073,339.684186,690.565644,355.071999,NaN,NaN,NaN,NaN,0,0,0,0,586.375331,369.962904,690.565644,355.071999,609.126073,339.684186,,-104.190313,14.890905,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.083333333,,,
131,583.256944,370.988947,583.282312,371.075789,582.749025,370.96785,605.037175,340.595639,686.414631,355.287175,NaN,NaN,NaN,NaN,0,0,0,0,583.0960937,371.010862,686.414631,355.287175,605.037175,340.595639,,-103.3185373,15.723687,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.091666667,,,
132,579.801574,371.76582,579.498715,371.885468,579.331678,371.545182,600.99371,342.053964,682.175921,356.05566,NaN,NaN,NaN,NaN,0,0,0,0,579.543989,371.7321567,682.175921,356.05566,600.99371,342.053964,,-102.631932,15.67649667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.1,,,
133,576.673869,372.243896,576.776452,372.201261,576.489883,372.411181,596.723083,343.466716,678.843417,356.516751,NaN,NaN,NaN,NaN,0,0,0,0,576.6467347,372.285446,678.843417,356.516751,596.723083,343.466716,,-102.1966823,15.768695,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.108333333,,,
134,573.069561,372.871371,572.998618,373.352975,572.622885,372.880264,592.861346,344.92504,675.189357,357.008581,NaN,NaN,NaN,NaN,0,0,0,0,572.8970213,373.03487,675.189357,357.008581,592.861346,344.92504,,-102.2923357,16.026289,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.116666667,,,
135,570.201794,373.189051,570.072649,373.910257,569.986629,373.477719,588.493313,346.980011,672.178411,357.592629,NaN,NaN,NaN,NaN,0,0,0,0,570.087024,373.5256757,672.178411,357.592629,588.493313,346.980011,,-102.091387,15.93304667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.125,,,
136,566.497038,373.714854,566.66519,373.910257,566.645222,373.557904,584.858737,347.648409,669.021302,358.238156,NaN,NaN,NaN,NaN,0,0,0,0,566.6024833,373.7276717,669.021302,358.238156,584.858737,347.648409,,-102.4188187,15.48951567,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.133333333,,,
137,563.279929,374.16419,563.257732,374.523266,562.952089,374.231458,580.800127,348.924443,665.367242,358.57629,NaN,NaN,NaN,NaN,0,0,0,0,563.16325,374.3063047,665.367242,358.57629,580.800127,348.924443,,-102.203992,15.73001467,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.141666667,,,
138,559.655591,375.022015,559.572492,374.987667,559.258955,374.728606,577.650161,349.532079,661.303926,359.314035,NaN,NaN,NaN,NaN,0,0,0,0,559.4956793,374.9127627,661.303926,359.314035,577.650161,349.532079,,-101.8082467,15.59872767,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.15,,,
139,556.438482,375.430503,556.228278,375.693546,556.141375,375.161605,573.530976,350.443531,657.926945,359.639877,NaN,NaN,NaN,NaN,0,0,0,0,556.2693783,375.4285513,657.926945,359.639877,573.530976,350.443531,,-101.6575667,15.78867433,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.158333333,,,
140,552.814144,375.879839,552.870203,375.866923,552.704042,375.578567,569.714671,351.476511,654.477753,360.060867,NaN,NaN,NaN,NaN,0,0,0,0,552.7961297,375.7751097,654.477753,360.060867,569.714671,351.476511,,-101.6816233,15.71424267,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.166666667,,,
141,549.597035,376.084083,550.005963,375.990763,549.838814,375.84818,565.534909,352.084147,651.336524,360.352322,NaN,NaN,NaN,NaN,0,0,0,0,549.8139373,375.974342,651.336524,360.352322,565.534909,352.084147,,-101.5225867,15.62202,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.175,,,
142,546.827878,376.084083,546.919497,376.015531,546.854464,375.933711,561.718604,352.691782,647.948924,361.356223,NaN,NaN,NaN,NaN,0,0,0,0,546.8672797,376.0111083,647.948924,361.356223,561.718604,352.691782,,-101.0816443,14.65488533,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.183333333,,,
143,543.20354,376.451722,543.391149,376.696966,543.273243,376.603701,557.659994,352.995599,644.438138,361.453374,NaN,NaN,NaN,NaN,0,0,0,0,543.2893107,376.5841297,644.438138,361.453374,557.659994,352.995599,,-101.1488273,15.13075567,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.191666667,,,
144,540.841612,376.288327,540.998795,376.586886,540.956819,376.147537,553.056198,352.995599,641.358502,361.712445,NaN,NaN,NaN,NaN,0,0,0,0,540.9324087,376.3409167,641.358502,361.712445,553.056198,352.995599,,-100.4260933,14.62847167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.2,,,
145,537.787394,376.288327,537.333445,377.159303,537.446654,376.603701,549.663928,352.995599,637.632142,362.133436,NaN,NaN,NaN,NaN,0,0,0,0,537.5224977,376.683777,637.632142,362.133436,549.663928,352.995599,,-100.1096443,14.550341,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.208333333,,,
146,534.244502,376.288327,534.208879,376.84547,534.18117,376.339952,546.21108,353.663998,634.090561,362.58681,NaN,NaN,NaN,NaN,0,0,0,0,534.211517,376.4912497,634.090561,362.58681,546.21108,353.663998,,-99.879044,13.90443967,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.216666667,,,
147,530.898421,376.373197,530.833734,376.434504,531.082077,376.171002,542.637081,354.271633,630.980128,363.040185,NaN,NaN,NaN,NaN,0,0,0,0,530.9380773,376.3262343,630.980128,363.040185,542.637081,354.271633,,-100.0420507,13.28604933,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.225,,,
148,528.422464,376.373197,528.277988,376.023537,528.168257,375.985158,539.123658,354.636214,627.623324,363.396407,NaN,NaN,NaN,NaN,0,0,0,0,528.2895697,376.1272973,627.623324,363.396407,539.123658,354.636214,,-99.33375433,12.73089033,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.233333333,,,
149,525.660819,376.038864,525.097937,376.297515,525.961837,375.985158,535.670811,354.940032,624.204928,363.720246,NaN,NaN,NaN,NaN,0,0,0,0,525.573531,376.107179,624.204928,363.720246,535.670811,354.940032,,-98.631397,12.386933,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.241666667,,,
150,522.94679,375.847817,522.425134,376.297515,523.031174,375.900683,531.298887,355.210605,620.724939,363.75263,NaN,NaN,NaN,NaN,0,0,0,0,522.8010327,376.0153383,620.724939,363.75263,531.298887,355.210605,,-97.92390633,12.26270833,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.25,,,
151,520.137531,375.847817,519.664228,375.835214,519.948924,375.900683,527.906617,355.210605,617.214154,364.076469,NaN,NaN,NaN,NaN,0,0,0,0,519.9168943,375.861238,617.214154,364.076469,527.906617,355.210605,,-97.29725967,11.784769,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.258333333,,,
152,517.185428,376.373197,516.413975,376.096381,516.950889,375.900683,524.622037,355.480665,613.17983,364.659379,NaN,NaN,NaN,NaN,0,0,0,0,516.8500973,376.1234203,613.17983,364.659379,524.622037,355.480665,,-96.32973267,11.46404133,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.266666667,,,
153,514.185711,376.038864,513.477432,375.934024,513.889338,375.813392,521.175921,356.614917,609.79223,364.983218,NaN,NaN,NaN,NaN,0,0,0,0,513.850827,375.92876,609.79223,364.983218,521.175921,356.614917,,-95.941403,10.945542,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.275,,,
154,511.709754,375.609009,511.535152,375.725279,511.531333,375.588126,518.375951,358.01923,606.594563,365.21408,NaN,NaN,NaN,NaN,0,0,0,0,511.5920797,375.6408047,606.594563,365.21408,518.375951,358.01923,,-95.00248333,10.42672467,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.283333333,,,
155,508.710037,375.3702,508.621732,375.60931,508.589441,375.475493,514.391379,358.883422,603.391742,365.645865,NaN,NaN,NaN,NaN,0,0,0,0,508.6404033,375.485001,603.391742,365.645865,514.391379,358.883422,,-94.75133867,9.839136,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.291666667,,,
