0,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
240,304.797544,425.198838,304.72966,424.965872,304.2015,424.560642,307.844033,401.911057,398.990857,420.662383,NaN,NaN,NaN,NaN,0,0,0,0,304.5762347,424.9084507,398.990857,420.662383,307.844033,401.911057,,-94.41462233,4.246067667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2
241,301.123158,425.814797,300.422907,425.425974,300.441949,425.32359,306.058677,399.02243,395.155237,420.455676,NaN,NaN,NaN,NaN,0,0,0,0,300.6626713,425.5214537,395.155237,420.455676,306.058677,399.02243,,-94.49256567,5.065777667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.008333333
242,296.551053,426.589712,296.334456,426.537727,295.968158,426.232746,304.675026,396.94092,391.575324,420.59348,NaN,NaN,NaN,NaN,0,0,0,0,296.2845557,426.453395,391.575324,420.59348,304.675026,396.94092,,-95.29076833,5.859915,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.016666667
243,292.037895,427.330703,291.48672,427.056545,291.080423,427.035833,302.6665,395.454127,387.045639,420.317871,NaN,NaN,NaN,NaN,0,0,0,0,291.5350127,427.141027,387.045639,420.317871,302.6665,395.454127,,-95.51062633,6.823156,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.025
244,286.359298,427.86056,285.665544,427.538305,285.598955,427.566806,300.613341,397.153319,380.137185,420.708265,NaN,NaN,NaN,NaN,0,0,0,0,285.874599,427.6552237,380.137185,420.708265,300.613341,397.153319,,-94.262586,6.946958667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.033333333
245,280.699259,428.725993,280.058525,428.353591,279.817958,428.077193,297.042629,399.192349,374.075958,421.769871,NaN,NaN,NaN,NaN,0,0,0,0,280.191914,428.3855923,374.075958,421.769871,297.042629,399.192349,,-93.884044,6.615721333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.041666667
246,274.37115,429.255849,273.420383,429.093483,273.572585,428.79314,292.623872,401.613698,368.707443,422.463998,NaN,NaN,NaN,NaN,0,0,0,0,273.7880393,429.0474907,368.707443,422.463998,292.623872,401.613698,,-94.91940367,6.583492667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.05
247,267.282183,429.043907,267.017306,429.060542,266.679005,428.809103,286.107322,404.417365,364.074933,424.342224,NaN,NaN,NaN,NaN,0,0,0,0,266.9928313,428.971184,364.074933,424.342224,286.107322,404.417365,,-97.08210167,4.62896,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.058333333
248,261.773099,429.536812,261.894844,429.472302,261.613649,428.984699,280.661986,406.456396,358.360062,425.852971,NaN,NaN,NaN,NaN,0,0,0,0,261.7605307,429.331271,358.360062,425.852971,280.661986,406.456396,,-96.59953133,3.4783,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.066666667
249,255.834698,429.60746,255.5956,429.324069,256.128719,429.097097,273.475927,409.812301,353.034841,426.914577,NaN,NaN,NaN,NaN,0,0,0,0,255.8530057,429.3428753,353.034841,426.914577,273.475927,409.812301,,-97.18183533,2.428298333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.075
250,250.0695,429.442616,250.414975,429.302704,250.850909,429.338319,266.151121,414.119158,345.847957,428.384493,NaN,NaN,NaN,NaN,0,0,0,0,250.445128,429.361213,345.847957,428.384493,266.151121,414.119158,,-95.402829,0.97672,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.083333333
251,244.576478,429.442616,244.615671,429.200221,244.723282,429.508593,260.437981,417.347623,340.869092,429.446099,NaN,NaN,NaN,NaN,0,0,0,0,244.638477,429.38381,340.869092,429.446099,260.437981,417.347623,,-96.230615,-0.062289,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.091666667
