0,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
78,871.375352,411.119924,871.585723,411.423902,870.668813,410.762484,901.136939,386.978349,952.601988,408.870546,NaN,NaN,NaN,NaN,0,0,0,0,871.2099627,411.1021033,952.601988,408.870546,901.136939,386.978349,,-81.39202533,2.231557333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.65
79,867.224338,411.31176,867.166878,411.147046,866.508778,410.762484,896.78381,386.978349,949.529404,409.069412,NaN,NaN,NaN,NaN,0,0,0,0,866.9666647,411.0737633,949.529404,409.069412,896.78381,386.978349,,-82.56273933,2.004351333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.658333333
80,863.398124,411.31176,863.52099,411.067733,862.732511,410.864753,893.475433,387.475514,946.215834,409.467142,NaN,NaN,NaN,NaN,0,0,0,0,863.2172083,411.0814153,946.215834,409.467142,893.475433,387.475514,,-82.99862567,1.614273333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.666666667
81,859.457267,411.407232,859.875102,411.305671,858.910191,410.747875,888.657971,387.972678,942.96251,409.864873,NaN,NaN,NaN,NaN,0,0,0,0,859.4141867,411.1535927,942.96251,409.864873,888.657971,387.972678,,-83.54832333,1.288719667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.675
82,855.573216,411.139182,855.500037,411.246186,855.0252,410.682838,883.608342,388.746046,938.688313,410.419162,NaN,NaN,NaN,NaN,0,0,0,0,855.366151,411.0227353,938.688313,410.419162,883.608342,388.746046,,-83.322162,0.603573333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.683333333
83,852.133922,411.139182,851.958318,410.889279,851.222779,410.630892,880.532131,388.635565,936.657279,410.38369,NaN,NaN,NaN,NaN,0,0,0,0,851.771673,410.886451,936.657279,410.38369,880.532131,388.635565,,-84.885606,0.502761,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.691666667
84,848.159628,410.981578,848.374931,410.889279,847.63868,410.319216,876.237045,388.248881,933.159386,410.773878,NaN,NaN,NaN,NaN,0,0,0,0,848.0577463,410.7300243,933.159386,410.773878,876.237045,388.248881,,-85.10163967,-0.043853667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.7
85,844.440095,410.66637,844.47904,410.710826,843.727099,410.076801,872.174125,388.635565,928.683589,411.412367,NaN,NaN,NaN,NaN,0,0,0,0,844.2154113,410.4846657,928.683589,411.412367,872.174125,388.635565,,-84.46817767,-0.927701333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.708333333
86,840.974295,410.320611,841.208158,410.472887,840.070226,409.713178,868.111205,389.408932,924.997638,411.412367,NaN,NaN,NaN,NaN,0,0,0,0,840.750893,410.168892,924.997638,411.412367,868.111205,389.408932,,-84.246745,-1.243475,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.716666667
87,837.373652,409.986545,837.458102,409.878042,836.977348,409.470763,864.512619,390.348021,921.838252,411.412367,NaN,NaN,NaN,NaN,0,0,0,0,837.2697007,409.77845,921.838252,411.412367,864.512619,390.348021,,-84.56855133,-1.633917,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.725
88,834.090046,409.566269,833.685285,409.802363,833.284088,409.107141,860.507741,391.342351,918.114689,411.660668,NaN,NaN,NaN,NaN,0,0,0,0,833.686473,409.4919243,918.114689,411.660668,860.507741,391.342351,,-84.428216,-2.168743667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.733333333
89,830.093106,408.995123,830.037082,409.185486,829.433541,408.498906,856.676988,392.612883,914.278291,411.767083,NaN,NaN,NaN,NaN,0,0,0,0,829.8545763,408.8931717,914.278291,411.767083,856.676988,392.612883,,-84.42371467,-2.873911333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.741666667
90,826.199849,408.118214,826.370361,408.56861,825.600798,408.021772,852.381902,393.275769,910.667564,411.767083,NaN,NaN,NaN,NaN,0,0,0,0,826.0570027,408.2361987,910.667564,411.767083,852.381902,393.275769,,-84.61056133,-3.530884333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.75
91,822.361847,407.326354,822.185113,407.704982,821.945946,407.282983,848.551149,393.993896,907.202146,411.882234,NaN,NaN,NaN,NaN,0,0,0,0,822.164302,407.4381063,907.202146,411.882234,848.551149,393.993896,,-85.037844,-4.444127667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.758333333
92,818.429908,406.50895,818.462836,406.78848,818.097031,406.344106,843.232167,394.55429,903.665714,411.489857,NaN,NaN,NaN,NaN,0,0,0,0,818.329925,406.5471787,903.665714,411.489857,843.232167,394.55429,,-85.335789,-4.942678333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.766666667
93,814.860298,405.921441,814.647964,406.224478,814.797962,405.728449,839.865748,395.474966,898.787375,410.983413,NaN,NaN,NaN,NaN,0,0,0,0,814.7687413,405.9581227,898.787375,410.983413,839.865748,395.474966,,-84.01863367,-5.025290333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.775
94,811.371205,404.938002,811.17311,405.088117,810.981391,404.712614,836.735753,396.931574,895.969676,410.673386,NaN,NaN,NaN,NaN,0,0,0,0,811.1752353,404.912911,895.969676,410.673386,836.735753,396.931574,,-84.79444067,-5.760475,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.783333333
95,807.935791,403.916247,808.034518,404.252559,807.569118,404.23548,831.989231,398.060936,893.997286,409.743307,NaN,NaN,NaN,NaN,0,0,0,0,807.8464757,404.134762,893.997286,409.743307,831.989231,398.060936,,-86.15081033,-5.608545,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.791666667
96,804.24855,403.048087,804.676443,402.957445,803.756265,403.531613,827.500672,398.650168,891.508319,409.388991,NaN,NaN,NaN,NaN,0,0,0,0,804.227086,403.1790483,891.508319,409.388991,827.500672,398.650168,,-87.281233,-6.209942667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.8
97,800.844945,402.518288,801.318368,402.226331,800.622508,402.573925,822.289816,400.172352,889.113274,409.167543,NaN,NaN,NaN,NaN,0,0,0,0,800.928607,402.4395147,889.113274,409.167543,822.289816,400.172352,,-88.184667,-6.728028333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.808333333
98,797.568577,401.655473,797.76276,401.495218,797.488751,401.684642,817.027367,401.301714,886.812153,409.388991,869.661867,389.764182,NaN,NaN,0,0,0,0,797.606696,401.6117777,886.812153,409.388991,817.027367,401.301714,,-89.205457,-7.777213333,#VALUE!,#VALUE!,-52.6345,11.537532,#VALUE!,17.34637041,0.816666667
99,794.578495,401.186222,794.975338,401.348996,794.51312,401.246841,813.261105,401.694535,883.102183,408.326042,NaN,NaN,NaN,NaN,0,0,0,0,794.6889843,401.2606863,883.102183,408.326042,813.261105,401.694535,,-88.41319867,-7.065355667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.825
100,791.381651,400.535327,791.705056,400.617882,791.293113,400.535415,808.462991,401.203508,880.801062,407.750279,NaN,NaN,NaN,NaN,0,0,0,0,791.45994,400.5628747,880.801062,407.750279,808.462991,401.203508,,-89.341122,-7.187404333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.833333333
101,788.2083,399.761416,788.127499,399.594324,788.0178,399.72934,804.851506,401.0562,876.668437,406.820199,NaN,NaN,NaN,NaN,0,0,0,0,788.1178663,399.6950267,876.668437,406.820199,804.851506,401.0562,,-88.55057067,-7.125172333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.841666667
102,785.003798,399.007924,784.791373,398.946767,784.81483,399.323969,801.240022,400.85979,873.052389,405.84583,NaN,NaN,NaN,NaN,0,0,0,0,784.8700003,399.0928867,873.052389,405.84583,801.240022,400.85979,,-88.18238867,-6.752943333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.85
103,781.780446,398.505596,781.89421,398.424543,781.78223,398.756449,797.405258,400.369105,869.563843,404.830801,NaN,NaN,NaN,NaN,0,0,0,0,781.818962,398.562196,869.563843,404.830801,797.405258,400.369105,,-87.744881,-6.268605,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.858333333
104,778.802145,397.877687,778.852304,397.691442,778.102222,398.026782,793.828168,399.365227,867.337513,403.81597,NaN,NaN,NaN,NaN,0,0,0,0,778.585557,397.8653037,867.337513,403.81597,793.828168,399.365227,,-88.751956,-5.950666333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.866666667
105,775.786004,397.735995,775.945386,397.747146,775.052586,397.621411,789.792478,398.23041,863.701174,402.486191,NaN,NaN,NaN,NaN,0,0,0,0,775.5946587,397.7015173,863.701174,402.486191,789.792478,398.23041,,-88.10651533,-4.784673667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.875
106,772.70298,397.257588,772.804355,397.524331,772.139246,397.556551,785.986088,396.921004,861.474843,401.751314,NaN,NaN,NaN,NaN,0,0,0,0,772.5488603,397.4461567,861.474843,401.751314,785.986088,396.921004,,-88.92598267,-4.305157333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.883333333
107,769.552934,397.034331,769.702342,397.357219,769.021462,397.21604,782.59244,395.960774,858.246665,400.911453,NaN,NaN,NaN,NaN,0,0,0,0,769.4255793,397.20253,858.246665,400.911453,782.59244,395.960774,,-88.82108567,-3.708923,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.891666667
108,766.62071,396.954596,766.717387,396.967292,766.510965,397.107523,778.92363,394.2149,855.204013,399.79164,NaN,NaN,NaN,NaN,0,0,0,0,766.616354,397.0098037,855.204013,399.79164,778.92363,394.2149,,-88.587659,-2.781836333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.9
109,763.403642,396.763234,763.654394,396.818748,763.406432,396.977805,775.346541,391.508796,851.60478,398.636832,NaN,NaN,NaN,NaN,0,0,0,0,763.488156,396.8532623,851.60478,398.636832,775.346541,391.508796,,-88.116624,-1.783569667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.908333333
110,760.60441,397.005823,760.766986,396.633069,760.438195,396.790433,771.540152,389.501042,848.747656,397.342047,NaN,NaN,NaN,NaN,0,0,0,0,760.603197,396.809775,848.747656,397.342047,771.540152,389.501042,,-88.144459,-0.532272,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.916666667
111,757.347625,397.346024,757.586935,396.967292,757.167076,397.222829,767.275161,386.009295,845.890532,396.677158,NaN,NaN,NaN,NaN,0,0,0,0,757.367212,397.178715,845.890532,396.677158,767.275161,386.009295,,-88.52332,0.501557,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.925
112,754.368858,397.667324,754.578491,397.387516,754.456289,397.554332,763.468771,383.696012,843.680608,396.558274,NaN,NaN,NaN,NaN,0,0,0,0,754.4678793,397.5363907,843.680608,396.558274,763.468771,383.696012,,-89.21272867,0.978116667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.933333333
113,751.350374,398.253226,751.682412,398.394312,750.958009,397.986728,760.854744,381.557317,840.206433,395.43846,NaN,NaN,NaN,NaN,0,0,0,0,751.330265,398.211422,840.206433,395.43846,760.854744,381.557317,,-88.876168,2.772962,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.941666667
114,748.356921,398.688051,748.508865,398.608875,748.088406,398.317331,758.515878,379.113094,837.347935,394.816342,NaN,NaN,NaN,NaN,0,0,0,0,748.318064,398.5380857,837.347935,394.816342,758.515878,379.113094,,-89.029871,3.721743667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.95
115,745.250178,399.673653,745.83823,399.120525,745.086516,399.214152,756.681474,376.974399,833.961715,394.44307,NaN,NaN,789.115726,399.280088,0,0,0,0,745.3916413,399.33611,833.961715,394.44307,756.681474,376.974399,,-88.57007367,4.89304,-32.434252,-22.305689,#VALUE!,#VALUE!,37.67916997,#VALUE!,0.958333333
116,742.261114,400.457655,742.751391,400.127321,742.138471,400.123784,753.884007,374.355589,832.290593,394.069799,NaN,NaN,NaN,NaN,0,0,0,0,742.3836587,400.2362533,832.290593,394.069799,753.884007,374.355589,,-89.90693433,6.166454333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.966666667
117,739.201442,400.928056,739.49148,400.812212,739.387154,401.202526,751.773794,373.637195,828.816418,394.360121,NaN,NaN,NaN,NaN,0,0,0,0,739.3600253,400.9809313,828.816418,394.360121,751.773794,373.637195,,-89.45639267,6.620810333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.975
118,735.812267,401.824059,735.815021,401.780496,735.797449,402.107888,748.403925,373.119899,823.934983,394.816342,NaN,NaN,NaN,NaN,0,0,0,0,735.8082457,401.9041477,823.934983,394.816342,748.403925,373.119899,,-88.12673733,7.087805667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.983333333
119,732.37602,402.60806,732.41603,402.352664,732.353334,402.836297,744.870998,373.119899,819.889109,395.023715,NaN,NaN,NaN,NaN,0,0,0,0,732.3817947,402.599007,819.889109,395.023715,744.870998,373.119899,,-87.50731433,7.575292,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.991666667
120,728.374911,403.481663,728.369613,403.474994,728.514861,403.376182,741.555481,374.361409,816.107096,395.604359,NaN,NaN,NaN,NaN,0,0,0,0,728.419795,403.4442797,816.107096,395.604359,741.555481,374.361409,,-87.687301,7.839920667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1
121,724.585625,404.265665,724.716276,404.55331,724.789841,404.311983,738.674786,375.654649,811.5335,397.346291,NaN,NaN,NaN,NaN,0,0,0,0,724.6972473,404.376986,811.5335,397.346291,738.674786,375.654649,,-86.83625267,7.030695,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.008333333
122,720.744908,405.100121,720.85082,405.291488,720.93246,405.26578,735.35927,376.585782,807.355695,399.212647,NaN,NaN,NaN,NaN,0,0,0,0,720.8427293,405.2191297,807.355695,399.212647,735.35927,376.585782,,-86.51296567,6.006482667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.016666667
123,716.539821,406.215146,716.822386,406.308676,716.772539,406.291561,732.859044,377.051348,803.800714,400.156057,NaN,NaN,NaN,NaN,0,0,0,0,716.711582,406.2717943,803.800714,400.156057,732.859044,377.051348,,-87.089132,6.115737333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.025
124,712.962358,406.951859,712.752847,407.11721,712.655997,407.189813,728.184709,377.930751,799.592371,401.46538,NaN,NaN,NaN,NaN,0,0,0,0,712.7904007,407.086294,799.592371,401.46538,728.184709,377.930751,,-86.80197033,5.620914,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.033333333
125,708.903717,408.305818,708.668382,408.276999,708.605327,408.309574,725.521425,379.27572,795.861263,401.710878,NaN,NaN,NaN,NaN,0,0,0,0,708.7258087,408.2974637,795.861263,401.710878,725.521425,379.27572,,-87.13545433,6.586585667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.041666667
126,705.096125,409.281465,705.416404,409.320269,705.008466,409.429336,722.477672,379.482638,791.73969,402.406456,NaN,NaN,NaN,NaN,0,0,0,0,705.173665,409.34369,791.73969,402.406456,722.477672,379.482638,,-86.566025,6.937234,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.05
127,701.246692,410.157556,701.342297,410.311375,701.260335,410.325145,717.694632,380.672419,788.049878,402.913932,NaN,NaN,NaN,NaN,0,0,0,0,701.283108,410.264692,788.049878,402.913932,717.694632,380.672419,,-86.76677,7.35076,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.058333333
128,697.125288,411.033647,697.414346,411.14599,697.209664,411.316934,713.726883,381.603551,783.12026,403.282179,NaN,NaN,NaN,NaN,0,0,0,0,697.249766,411.1655237,783.12026,403.282179,713.726883,381.603551,,-85.870494,7.883344667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.066666667
129,693.574689,412.268096,693.776938,412.183429,693.322707,412.517305,709.433017,383.362357,779.703693,403.926612,NaN,NaN,NaN,NaN,0,0,0,0,693.5581113,412.3229433,779.703693,403.926612,709.433017,383.362357,,-86.14558167,8.396331333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.075
130,689.893027,413.33636,689.795003,413.093195,689.498008,413.256703,705.139151,384.914245,775.457388,405.077384,NaN,NaN,NaN,NaN,0,0,0,0,689.7286793,413.2287527,775.457388,405.077384,705.139151,384.914245,,-85.72870867,8.151368667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.083333333
131,685.975407,413.92632,685.895323,414.058738,685.633468,413.920265,700.845285,385.793648,772.480094,406.734496,NaN,NaN,NaN,NaN,0,0,0,0,685.8347327,413.968441,772.480094,406.734496,700.845285,385.793648,,-86.64536133,7.233945,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.091666667
132,682.380123,414.728666,682.690711,414.69758,682.266935,414.735499,696.823183,386.983428,768.96591,407.240836,NaN,NaN,NaN,NaN,0,0,0,0,682.445923,414.7205817,768.96591,407.240836,696.823183,386.983428,,-86.519987,7.479745667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.1
133,678.88402,415.672603,678.728251,415.357029,678.732176,415.523118,692.801081,388.535316,764.86603,407.839237,NaN,NaN,NaN,NaN,0,0,0,0,678.7814823,415.5175833,764.86603,407.839237,692.801081,388.535316,,-86.08454767,7.678346333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.108333333
134,675.239146,416.30976,675.090583,416.078302,675.137667,416.197213,689.496769,388.745696,760.863765,408.391608,NaN,NaN,NaN,NaN,0,0,0,0,675.1557987,416.1950917,760.863765,408.391608,689.496769,388.745696,,-85.70796633,7.803483667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.116666667
135,671.420707,417.017712,671.49622,416.882005,671.330674,416.921865,685.873254,389.159533,758.325744,409.312226,NaN,NaN,NaN,NaN,0,0,0,0,671.415867,416.9405273,758.325744,409.312226,685.873254,389.159533,,-86.909877,7.628301333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.125
136,668.250867,417.475955,667.779956,417.518858,667.700751,417.680223,680.848646,389.987206,753.688974,410.140782,NaN,NaN,NaN,NaN,0,0,0,0,667.9105247,417.5583453,753.688974,410.140782,680.848646,389.987206,,-85.77844933,7.417563333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.133333333
137,664.16611,417.811577,663.988312,418.068399,663.734396,418.185794,676.790309,390.768898,751.199142,411.229179,NaN,NaN,NaN,NaN,0,0,0,0,663.9629393,418.0219233,751.199142,411.229179,676.790309,390.768898,,-87.23620267,6.792744333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.141666667
138,660.816022,418.147199,660.427632,418.398123,659.874282,418.708218,673.794869,392.608172,746.468572,411.568633,NaN,NaN,NaN,NaN,0,0,0,0,660.3726453,418.4178467,746.468572,411.568633,673.794869,392.608172,,-86.09592667,6.849213667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.15
139,656.966359,418.650632,656.736345,418.808397,656.155825,418.994708,671.379192,393.343882,742.509291,412.393021,NaN,NaN,NaN,NaN,0,0,0,0,656.6195097,418.8179123,742.509291,412.393021,671.379192,393.343882,,-85.88978133,6.424891333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.158333333
140,653.675044,419.126096,653.41732,419.150334,653.379661,419.432286,667.320855,393.849682,738.035817,413.265904,NaN,NaN,NaN,NaN,0,0,0,0,653.490675,419.2362387,738.035817,413.265904,667.320855,393.849682,,-84.545142,5.970334667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.166666667
141,650.354343,419.629529,650.149621,419.573684,649.94845,419.776823,663.117577,394.815301,734.230794,413.508371,NaN,NaN,NaN,NaN,0,0,0,0,650.1508047,419.660012,734.230794,413.508371,663.117577,394.815301,,-84.07998933,6.151641,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.175
142,646.50468,420.104993,646.693729,419.834207,646.517238,420.106381,659.735629,396.010829,731.402736,413.944812,NaN,NaN,NaN,NaN,0,0,0,0,646.5718823,420.0151937,731.402736,413.944812,659.735629,396.010829,,-84.83085367,6.070381667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.183333333
143,643.330912,420.272804,643.545788,420.143579,643.148984,420.630677,655.725606,396.010829,727.700551,414.47824,NaN,NaN,NaN,NaN,0,0,0,0,643.3418947,420.34902,727.700551,414.47824,655.725606,396.010829,,-84.35865633,5.87078,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.191666667
144,640.127757,420.496552,639.816163,420.404102,639.15115,420.735536,651.715582,396.424666,724.049785,414.963174,NaN,NaN,NaN,NaN,0,0,0,0,639.6983567,420.5453967,724.049785,414.963174,651.715582,396.424666,,-84.35142833,5.582222667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.2
145,636.314607,421.090736,636.377379,420.860017,636.113425,421.080074,648.526888,397.02243,721.06747,415.836056,NaN,NaN,NaN,NaN,0,0,0,0,636.2684703,421.0102757,721.06747,415.836056,648.526888,397.02243,,-84.79899967,5.174219667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.208333333
146,632.997171,421.140458,633.166397,420.780282,632.729432,421.409631,644.661805,398.034031,718.753604,415.88455,NaN,NaN,NaN,NaN,0,0,0,0,632.9643333,421.1101237,718.753604,415.88455,644.661805,398.034031,,-85.78927067,5.225573667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.216666667
147,629.470762,421.239901,629.577441,420.751335,629.176793,421.308804,641.762993,399.413486,715.411354,416.369484,NaN,NaN,NaN,NaN,0,0,0,0,629.408332,421.1000133,715.411354,416.369484,641.762993,399.413486,,-86.003022,4.730529333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.225
148,626.04884,421.339345,626.383877,420.751335,625.926812,421.203595,638.187791,400.609015,711.709169,416.708938,NaN,NaN,NaN,NaN,0,0,0,0,626.119843,421.0980917,711.709169,416.708938,638.187791,400.609015,,-85.589326,4.389153667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.233333333
149,622.626917,421.140458,623.296766,420.65002,622.654723,421.203595,633.694632,401.850525,708.469757,417.387847,NaN,NaN,NaN,NaN,0,0,0,0,622.8594687,420.9980243,708.469757,417.387847,633.694632,401.850525,,-85.61028833,3.610177333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.241666667
150,619.204995,420.91671,619.859884,420.447391,619.426851,420.930053,629.491354,403.183998,704.767572,417.581821,NaN,NaN,NaN,NaN,0,0,0,0,619.4972433,420.764718,704.767572,417.581821,629.491354,403.183998,,-85.27032867,3.182897,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.25
151,616.122652,420.817266,616.13406,420.534232,616.265305,420.930053,625.48133,405.069255,702.402287,418.018262,NaN,NaN,NaN,NaN,0,0,0,0,616.1740057,420.760517,702.402287,418.018262,625.48133,405.069255,,-86.22828133,2.742255,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.258333333
152,612.909702,420.568658,613.087553,420.420977,613.25852,420.719636,622.534204,407.046474,698.751522,418.260729,NaN,NaN,NaN,NaN,0,0,0,0,613.0852583,420.569757,698.751522,418.260729,622.534204,407.046474,,-85.66626367,2.309028,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.266666667
153,609.592266,420.270327,609.782469,420.247295,609.588473,420.27776,618.669121,409.483513,695.409271,418.939637,NaN,NaN,NaN,NaN,0,0,0,0,609.6544027,420.2651273,695.409271,418.939637,618.669121,409.483513,,-85.75486833,1.325490333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.275
154,606.483802,420.046579,606.781533,419.842037,606.758558,419.920051,615.043325,411.534372,691.664545,419.337967,NaN,NaN,NaN,NaN,0,0,0,0,606.674631,419.9362223,691.664545,419.337967,615.043325,411.534372,,-84.989914,0.598255333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.283333333
155,603.352589,419.668856,603.598108,419.417481,603.574903,419.66755,611.56475,413.169283,687.845556,419.874389,NaN,NaN,NaN,NaN,0,0,0,0,603.5085333,419.584629,687.845556,419.874389,611.56475,413.169283,,-84.33702267,-0.28976,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.291666667
156,600.148346,418.895406,600.047866,418.820639,600.099667,418.865221,608.000285,414.76332,685.001628,419.49123,NaN,NaN,NaN,NaN,0,0,0,0,600.0986263,418.860422,685.001628,419.49123,608.000285,414.76332,,-84.90300167,-0.630808,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.3
157,597.036979,418.519731,597.055942,418.46041,597.171491,418.472442,604.607601,416.030376,681.467032,419.22302,NaN,NaN,NaN,NaN,0,0,0,0,597.0881373,418.4841943,681.467032,419.22302,604.607601,416.030376,,-84.37889467,-0.738825667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.308333333
158,594.389996,417.812577,593.9739,417.96295,594.341575,418.135775,602.546223,416.193867,677.932435,419.22302,645.092371,404.516517,NaN,NaN,0,0,0,0,594.235157,417.970434,677.932435,419.22302,602.546223,416.193867,,-83.697278,-1.252586,#VALUE!,#VALUE!,-42.546148,11.67735,#VALUE!,16.20505678,1.316666667
